IP,Timestamp,Threat Type,Request,User Agent
209.197.74.248,21/Aug/2025:12:31:48 +0200,suspicious_user_agent,GET /shop/router?page=4 HTTP/1.1,
231.168.33.205,21/Aug/2025:12:31:48 +0200,suspicious_user_agent,GET /shop/router?page=1 HTTP/1.1,
23.252.68.59,21/Aug/2025:12:31:48 +0200,suspicious_user_agent,GET /shop/keyboard?page=4 HTTP/1.1,
165.251.174.22,21/Aug/2025:12:31:49 +0200,sql_injection,GET /search?q=' or 1=1 -- HTTP/1.1,
165.251.174.22,21/Aug/2025:12:31:49 +0200,suspicious_user_agent,GET /search?q=' or 1=1 -- HTTP/1.1,
167.6.62.223,21/Aug/2025:12:31:49 +0200,suspicious_user_agent,GET /shop/mouse?page=1 HTTP/1.1,
39.158.41.47,21/Aug/2025:12:31:49 +0200,suspicious_user_agent,GET /shop/keyboard?page=5 HTTP/1.1,
25.64.134.167,21/Aug/2025:12:31:49 +0200,suspicious_user_agent,GET /shop/monitor?page=1 HTTP/1.1,
19.6.207.29,21/Aug/2025:12:31:49 +0200,suspicious_user_agent,GET /shop/laptop?page=2 HTTP/1.1,
46.119.155.122,21/Aug/2025:12:31:50 +0200,suspicious_user_agent,GET /shop/keyboard?page=2 HTTP/1.1,
203.12.136.67,21/Aug/2025:12:31:50 +0200,suspicious_user_agent,GET /shop/keyboard?page=5 HTTP/1.1,
20.98.236.83,21/Aug/2025:12:31:50 +0200,suspicious_user_agent,GET /shop/monitor?page=3 HTTP/1.1,
222.197.231.78,21/Aug/2025:12:31:50 +0200,suspicious_user_agent,GET /shop/keyboard?page=1 HTTP/1.1,
160.240.19.242,21/Aug/2025:12:31:50 +0200,suspicious_user_agent,GET /shop/mouse?page=4 HTTP/1.1,
227.37.66.165,21/Aug/2025:12:31:51 +0200,suspicious_user_agent,GET /shop/monitor?page=2 HTTP/1.1,
194.215.245.33,21/Aug/2025:12:31:51 +0200,suspicious_user_agent,GET /shop/phone?page=3 HTTP/1.1,
114.186.89.89,21/Aug/2025:12:31:51 +0200,sql_injection,GET /report?delay=sleep(5) HTTP/1.1,
114.186.89.89,21/Aug/2025:12:31:51 +0200,suspicious_user_agent,GET /report?delay=sleep(5) HTTP/1.1,
36.170.162.131,21/Aug/2025:12:31:51 +0200,suspicious_user_agent,GET /shop/mouse?page=4 HTTP/1.1,
254.105.77.154,21/Aug/2025:12:31:51 +0200,suspicious_user_agent,GET /shop/keyboard?page=5 HTTP/1.1,
178.101.225.209,21/Aug/2025:12:31:52 +0200,suspicious_user_agent,GET /shop/laptop?page=5 HTTP/1.1,
23.245.204.182,21/Aug/2025:12:31:52 +0200,suspicious_user_agent,GET /shop/phone?page=5 HTTP/1.1,
100.29.216.243,21/Aug/2025:12:31:52 +0200,suspicious_user_agent,GET /shop/phone?page=3 HTTP/1.1,
129.42.99.21,21/Aug/2025:12:31:52 +0200,suspicious_user_agent,GET /shop/keyboard?page=4 HTTP/1.1,
230.19.253.236,21/Aug/2025:12:31:52 +0200,sensitive_paths,GET /login?user=admin&pass=admin' OR '1'='1 HTTP/1.1,
230.19.253.236,21/Aug/2025:12:31:52 +0200,suspicious_user_agent,GET /login?user=admin&pass=admin' OR '1'='1 HTTP/1.1,
74.25.176.30,21/Aug/2025:12:31:53 +0200,suspicious_user_agent,GET /shop/router?page=1 HTTP/1.1,
199.13.160.202,21/Aug/2025:12:31:53 +0200,suspicious_user_agent,GET /shop/mouse?page=3 HTTP/1.1,
171.111.117.42,21/Aug/2025:12:31:53 +0200,suspicious_user_agent,GET /shop/laptop?page=2 HTTP/1.1,
189.84.250.27,21/Aug/2025:12:31:53 +0200,suspicious_user_agent,GET /shop/monitor?page=4 HTTP/1.1,
222.244.121.60,21/Aug/2025:12:31:54 +0200,suspicious_user_agent,GET /shop/keyboard?page=1 HTTP/1.1,
177.162.117.40,21/Aug/2025:12:31:54 +0200,suspicious_user_agent,GET /shop/phone?page=3 HTTP/1.1,
124.13.103.253,21/Aug/2025:12:31:54 +0200,suspicious_user_agent,GET /shop/mouse?page=1 HTTP/1.1,
151.249.101.188,21/Aug/2025:12:31:54 +0200,suspicious_user_agent,GET /shop/keyboard?page=2 HTTP/1.1,
81.141.129.145,21/Aug/2025:12:31:54 +0200,suspicious_user_agent,GET /shop/mouse?page=2 HTTP/1.1,
252.123.46.214,21/Aug/2025:12:31:55 +0200,suspicious_user_agent,GET /shop/monitor?page=4 HTTP/1.1,
4.235.117.189,21/Aug/2025:12:31:55 +0200,suspicious_user_agent,GET /shop/laptop?page=1 HTTP/1.1,
131.214.148.152,21/Aug/2025:12:31:55 +0200,suspicious_user_agent,GET /shop/laptop?page=5 HTTP/1.1,
